1.684312248229980469e+01,2.058531188964843750e+01,5.078403949737548828e+00,5.097012710571289062e+01,2.731048202514648438e+01,4.554868221282958984e+00,5.580468750000000000e+01,1.819052505493164062e+01,2.721576690673828125e+01,4.859326553344726562e+01,5.818853759765625000e+01,1.405829048156738281e+01,3.675181579589843750e+01,9.273336410522460938e+00,9.330386161804199219e+00,5.000000000000000000e+00
1.599701595306396484e+01,1.246750068664550781e+01,2.460348129272460938e+01,2.982681846618652344e+01,5.418709278106689453e+00,5.426959037780761719e+00,1.011944866180419922e+01,7.074406623840332031e+00,9.331215858459472656e+00,6.618242263793945312e+00,1.635211753845214844e+01,6.176351547241210938e+00,1.308630561828613281e+01,1.584787940979003906e+01,3.305132627487182617e+00,5.000000000000000000e+00
1.911863517761230469e+01,6.772561550140380859e+00,9.583168029785156250e+00,2.651529502868652344e+01,1.035157012939453125e+02,4.349067687988281250e+01,2.779057693481445312e+01,1.012374877929687500e+02,4.328937530517578125e+01,3.085761642456054688e+01,9.275554656982421875e+01,4.374802398681640625e+01,3.554777145385742188e+01,7.304487609863281250e+01,4.735985565185546875e+01,5.000000000000000000e+00
5.274990463256835938e+01,3.417690658569335938e+01,1.297638988494873047e+01,3.690406417846679688e+01,5.693628311157226562e+00,4.021165847778320312e+00,1.033779335021972656e+01,5.172951698303222656e+00,1.365989685058593750e+00,3.299456357955932617e+00,2.752005815505981445e+00,4.941355288028717041e-01,8.291660308837890625e+00,7.752988338470458984e+00,4.129150867462158203e+00,5.000000000000000000e+00
2.877847290039062500e+01,1.300185203552246094e+01,3.604132080078125000e+01,1.703920555114746094e+01,2.310974597930908203e+00,2.896301746368408203e+00,3.023684263229370117e+00,3.494495153427124023e+00,6.713620662689208984e+00,1.224818515777587891e+01,9.494343757629394531e+00,3.858443737030029297e+00,2.048877906799316406e+01,1.123795795440673828e+01,4.995955944061279297e+00,5.000000000000000000e+00
2.573225021362304688e+01,1.252795815467834473e+00,2.082228660583496094e+01,5.848346233367919922e+00,5.869215965270996094e+00,3.244278669357299805e+00,1.486012339591979980e+00,5.680851936340332031e+00,3.613923311233520508e+00,8.093821525573730469e+00,7.175137042999267578e+00,1.935890793800354004e+00,2.618489503860473633e+00,4.321751594543457031e+00,6.673186302185058594e+00,5.000000000000000000e+00
3.458118438720703125e+01,7.006815433502197266e+00,2.456539869308471680e+00,8.057162165641784668e-01,2.598389863967895508e+00,2.989090681076049805e+00,2.792133569717407227e+00,4.818667411804199219e+00,2.253139257431030273e+00,6.876936435699462891e+00,4.929361343383789062e+00,3.986921310424804688e+00,8.475793838500976562e+00,3.380901813507080078e+00,7.971367359161376953e+00,5.000000000000000000e+00
2.180303573608398438e+01,7.305248737335205078e+00,1.510614395141601562e+00,1.061770248413085938e+01,1.771056532859802246e+00,4.042860984802246094e+00,7.566018581390380859e+00,1.784644007682800293e+00,4.027006149291992188e+00,2.044544696807861328e+00,3.693109512329101562e+00,3.367062568664550781e+00,5.374594211578369141e+00,5.388846874237060547e+00,2.235174655914306641e+00,5.000000000000000000e+00
6.076725006103515625e+01,1.603177452087402344e+01,5.088977336883544922e+00,7.438251972198486328e+00,3.679173469543457031e+00,2.363453865051269531e+00,4.460467815399169922e+00,3.913087368011474609e+00,3.370416164398193359e+00,7.410763263702392578e+00,1.790374517440795898e+00,3.826535224914550781e+00,8.486745834350585938e+00,4.083894729614257812e+00,2.872215747833251953e+00,5.000000000000000000e+00
1.716585540771484375e+01,3.306865930557250977e+00,3.343741655349731445e+00,2.917090225219726562e+01,9.509819984436035156e+00,1.765537834167480469e+01,3.010737609863281250e+01,1.019766998291015625e+01,1.355320262908935547e+01,3.697706985473632812e+01,2.639423561096191406e+01,5.285466194152832031e+00,1.600102043151855469e+01,8.618565368652343750e+01,8.696921348571777344e+00,5.000000000000000000e+00
4.071058654785156250e+01,3.095468139648437500e+01,1.583843803405761719e+01,3.024201202392578125e+01,1.808486747741699219e+01,2.201494693756103516e+00,5.742157745361328125e+01,2.376524209976196289e+00,3.889268398284912109e+00,5.959530258178710938e+01,1.395791053771972656e+01,5.769949913024902344e+00,5.743572998046875000e+01,1.836025047302246094e+01,1.543517017364501953e+01,5.000000000000000000e+00
